locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKELMNLG_05467	CDS	771				hypothetical protein
IKELMNLG_05468	tRNA	75				tRNA-Val(tac)
IKELMNLG_05469	CDS	336				hypothetical protein
IKELMNLG_05470	CDS	534				hypothetical protein
IKELMNLG_05471	CDS	234				hypothetical protein
IKELMNLG_05472	CDS	639				hypothetical protein
IKELMNLG_05473	CDS	462				hypothetical protein
IKELMNLG_05474	CDS	1683				hypothetical protein
IKELMNLG_05475	CDS	645				hypothetical protein
IKELMNLG_05476	CDS	582	mneA			Putative manganese exporter
IKELMNLG_05477	CDS	666	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
IKELMNLG_05478	CDS	1242				hypothetical protein
IKELMNLG_05479	CDS	2070	mdtD_8			Putative multidrug resistance protein MdtD
IKELMNLG_05480	CDS	543				hypothetical protein
IKELMNLG_05481	CDS	672				hypothetical protein
IKELMNLG_05482	CDS	564				hypothetical protein
IKELMNLG_05483	CDS	408				hypothetical protein
IKELMNLG_05484	CDS	393				hypothetical protein
IKELMNLG_05485	CDS	672		2.1.1.6	COG4122	Catechol O-methyltransferase
IKELMNLG_05486	CDS	564				hypothetical protein
IKELMNLG_05487	CDS	1389	proP_2			Proline/betaine transporter
IKELMNLG_05488	CDS	2079				hypothetical protein
IKELMNLG_05489	CDS	1656				hypothetical protein
IKELMNLG_05490	CDS	780	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IKELMNLG_05491	CDS	414				hypothetical protein
IKELMNLG_05492	CDS	591				hypothetical protein
IKELMNLG_05493	CDS	993	cdhR_6		COG4977	HTH-type transcriptional regulator CdhR
IKELMNLG_05494	CDS	657	ddpX_1	3.4.13.22		D-alanyl-D-alanine dipeptidase
IKELMNLG_05495	CDS	387				hypothetical protein
IKELMNLG_05496	CDS	414				hypothetical protein
IKELMNLG_05497	CDS	852				hypothetical protein
IKELMNLG_05498	CDS	1692	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
IKELMNLG_05499	CDS	1140				hypothetical protein
IKELMNLG_05500	CDS	663				hypothetical protein
IKELMNLG_05501	CDS	1260				hypothetical protein
IKELMNLG_05502	CDS	672				hypothetical protein
IKELMNLG_05503	CDS	654	kstR			HTH-type transcriptional repressor KstR
IKELMNLG_05504	CDS	1497	mshA_8	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
IKELMNLG_05505	CDS	735	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IKELMNLG_05506	CDS	1098				hypothetical protein
IKELMNLG_05507	CDS	243				hypothetical protein
IKELMNLG_05508	CDS	837				hypothetical protein
IKELMNLG_05509	CDS	1011				hypothetical protein
IKELMNLG_05510	CDS	717				hypothetical protein
IKELMNLG_05511	CDS	1629				hypothetical protein
IKELMNLG_05512	CDS	1758	mdtD_9			Putative multidrug resistance protein MdtD
IKELMNLG_05513	CDS	1461	stp_9			Multidrug resistance protein Stp
IKELMNLG_05514	CDS	669	desR_4		COG2197	Transcriptional regulatory protein DesR
IKELMNLG_05515	CDS	1230				hypothetical protein
IKELMNLG_05516	CDS	717				hypothetical protein
IKELMNLG_05517	CDS	927	lnrL_5	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
IKELMNLG_05518	CDS	897				hypothetical protein
IKELMNLG_05519	CDS	168				hypothetical protein
IKELMNLG_05520	CDS	1269				hypothetical protein
IKELMNLG_05521	CDS	951			COG0327	GTP cyclohydrolase 1 type 2 
IKELMNLG_05522	CDS	591			COG1579	putative protein
IKELMNLG_05523	CDS	1494	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
IKELMNLG_05524	CDS	660	eda		COG0800	KHG/KDPG aldolase
IKELMNLG_05525	CDS	783				hypothetical protein
IKELMNLG_05526	CDS	615				hypothetical protein
IKELMNLG_05527	CDS	762				hypothetical protein
IKELMNLG_05528	CDS	837	rhaR_2			HTH-type transcriptional activator RhaR
IKELMNLG_05529	CDS	981				hypothetical protein
IKELMNLG_05530	CDS	1008	xlnB	3.2.1.8		Endo-1,4-beta-xylanase B
IKELMNLG_05531	CDS	1008	xynD			Bifunctional xylanase/deacetylase
IKELMNLG_05532	CDS	342				hypothetical protein
IKELMNLG_05533	CDS	543				hypothetical protein
IKELMNLG_05534	CDS	327				hypothetical protein
IKELMNLG_05535	CDS	792	hcaB_5	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IKELMNLG_05536	CDS	1677	phoD_1	3.1.3.1	COG3540	Alkaline phosphatase D
IKELMNLG_05537	CDS	1056	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
IKELMNLG_05538	CDS	1287	bcr			Bicyclomycin resistance protein
IKELMNLG_05539	CDS	1056	yfeW_4	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
IKELMNLG_05540	CDS	981				hypothetical protein
IKELMNLG_05541	CDS	687	lnrK_11		COG2197	Transcriptional regulatory protein LnrK
IKELMNLG_05542	CDS	648				hypothetical protein
IKELMNLG_05543	CDS	732				hypothetical protein
IKELMNLG_05544	CDS	990				hypothetical protein
IKELMNLG_05545	CDS	873	efeU		COG0672	Ferrous iron permease EfeU
IKELMNLG_05546	CDS	1263	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
IKELMNLG_05547	CDS	1155			COG2822	Efem/EfeO family lipoprotein
IKELMNLG_05548	CDS	843	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
IKELMNLG_05549	CDS	1092	hmuU_2		COG0609	Hemin transport system permease protein HmuU
IKELMNLG_05550	CDS	1053	btuF_2			Vitamin B12-binding protein
IKELMNLG_05551	CDS	1434				hypothetical protein
IKELMNLG_05552	CDS	1620				hypothetical protein
IKELMNLG_05553	CDS	840				hypothetical protein
IKELMNLG_05554	CDS	657			COG0384	putative protein
IKELMNLG_05555	CDS	654	hmuO	1.14.14.18		Heme oxygenase
IKELMNLG_05556	CDS	858	map	3.4.11.18	COG0024	Methionine aminopeptidase 2
IKELMNLG_05557	CDS	243				hypothetical protein
IKELMNLG_05558	CDS	1344	entS_5			Enterobactin exporter EntS
IKELMNLG_05559	CDS	615				hypothetical protein
IKELMNLG_05560	CDS	720				hypothetical protein
IKELMNLG_05561	CDS	201				hypothetical protein
IKELMNLG_05562	CDS	798	rip2		COG1994	Putative zinc metalloprotease Rip2
IKELMNLG_05563	CDS	4005				hypothetical protein
IKELMNLG_05564	CDS	825	drrB_6			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
IKELMNLG_05565	CDS	1032	drrA_8	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
IKELMNLG_05566	CDS	876	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
IKELMNLG_05567	CDS	1053				hypothetical protein
IKELMNLG_05568	CDS	1242	ydhP_4		COG2814	Inner membrane transport protein YdhP
IKELMNLG_05569	CDS	855				hypothetical protein
IKELMNLG_05570	CDS	222				hypothetical protein
IKELMNLG_05571	CDS	675				hypothetical protein
IKELMNLG_05572	CDS	828				hypothetical protein
IKELMNLG_05573	CDS	231				hypothetical protein
IKELMNLG_05574	CDS	498				hypothetical protein
IKELMNLG_05575	CDS	777				hypothetical protein
IKELMNLG_05576	CDS	210				hypothetical protein
IKELMNLG_05577	CDS	2073	pknD_21	2.7.11.1		Serine/threonine-protein kinase PknD
IKELMNLG_05578	CDS	579	slmA_2			Nucleoid occlusion factor SlmA
IKELMNLG_05579	CDS	447				hypothetical protein
IKELMNLG_05580	CDS	1362	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
IKELMNLG_05581	CDS	669				hypothetical protein
IKELMNLG_05582	CDS	627				hypothetical protein
IKELMNLG_05583	CDS	1770	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
IKELMNLG_05584	CDS	447				hypothetical protein
IKELMNLG_05585	CDS	255	relK	3.1.-.-	COG4115	Toxin RelK
IKELMNLG_05586	CDS	264	relJ		COG2161	Antitoxin RelJ
IKELMNLG_05587	CDS	3000	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
IKELMNLG_05588	CDS	870				hypothetical protein
IKELMNLG_05589	CDS	1140	degA_6		COG1609	HTH-type transcriptional regulator DegA
IKELMNLG_05590	CDS	1272	dasA_5		COG1653	Diacetylchitobiose binding protein DasA
IKELMNLG_05591	CDS	1005				hypothetical protein
IKELMNLG_05592	CDS	912	sugB		COG0395	Trehalose transport system permease protein SugB
IKELMNLG_05593	CDS	1734	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
IKELMNLG_05594	CDS	561				hypothetical protein
IKELMNLG_05595	CDS	5415	glgX_4	3.2.1.196		Glycogen debranching enzyme
IKELMNLG_05596	CDS	360				hypothetical protein
IKELMNLG_05597	CDS	465				hypothetical protein
IKELMNLG_05598	CDS	693	betI_6			HTH-type transcriptional regulator BetI
IKELMNLG_05599	CDS	1095	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
IKELMNLG_05600	CDS	891				hypothetical protein
IKELMNLG_05601	CDS	1932				hypothetical protein
IKELMNLG_05602	CDS	510				hypothetical protein
IKELMNLG_05603	CDS	447				hypothetical protein
IKELMNLG_05604	CDS	1506				hypothetical protein
IKELMNLG_05605	CDS	654	degU_9		COG2197	Transcriptional regulatory protein DegU
IKELMNLG_05606	CDS	1278				hypothetical protein
IKELMNLG_05607	CDS	1023				hypothetical protein
IKELMNLG_05608	CDS	582				hypothetical protein
IKELMNLG_05609	CDS	930				hypothetical protein
IKELMNLG_05610	CDS	1032	glnB_2	6.3.1.2		Glutamine synthetase
IKELMNLG_05611	CDS	477				hypothetical protein
IKELMNLG_05612	CDS	873	nap	3.1.1.1	COG0596	putative carboxylesterase nap
IKELMNLG_05613	CDS	696				hypothetical protein
IKELMNLG_05614	CDS	402	yfgD		COG1393	putative protein YfgD
IKELMNLG_05615	CDS	315				hypothetical protein
IKELMNLG_05616	CDS	1188				hypothetical protein
IKELMNLG_05617	CDS	579				hypothetical protein
IKELMNLG_05618	CDS	915	htpX_3	3.4.24.-	COG0501	Protease HtpX 
IKELMNLG_05619	CDS	372				hypothetical protein
IKELMNLG_05620	CDS	840	azoB_5	1.7.-.-		NAD(P)H azoreductase
IKELMNLG_05621	CDS	261				hypothetical protein
IKELMNLG_05622	CDS	1410	glnA_3	6.3.1.2	COG0174	Glutamine synthetase
IKELMNLG_05623	CDS	468				hypothetical protein
IKELMNLG_05624	CDS	705				putative protein
IKELMNLG_05625	CDS	216				hypothetical protein
IKELMNLG_05626	CDS	954	lipA	2.8.1.8	COG0320	Lipoyl synthase
IKELMNLG_05627	CDS	798	lipB	2.3.1.181	COG0321	Octanoyltransferase
IKELMNLG_05628	CDS	1464				55.5 kDa and 49.5 kDa sporulation proteins
IKELMNLG_05629	CDS	1404		1.6.3.5		Renalase
IKELMNLG_05630	CDS	1110				hypothetical protein
IKELMNLG_05631	CDS	501				hypothetical protein
IKELMNLG_05632	CDS	849		3.4.21.-	COG0265	Serine protease
IKELMNLG_05633	CDS	822				hypothetical protein
IKELMNLG_05634	CDS	522				hypothetical protein
IKELMNLG_05635	CDS	984				hypothetical protein
IKELMNLG_05636	CDS	2700	aceE_3	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
IKELMNLG_05637	CDS	624	gntR_4			putative D-xylose utilization operon transcriptional repressor
IKELMNLG_05638	CDS	1773	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IKELMNLG_05639	CDS	1389	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
IKELMNLG_05640	CDS	1554	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
IKELMNLG_05641	CDS	849				hypothetical protein
IKELMNLG_05642	CDS	783	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
IKELMNLG_05643	CDS	741				hypothetical protein
IKELMNLG_05644	CDS	1074	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
IKELMNLG_05645	CDS	762				hypothetical protein
IKELMNLG_05646	CDS	1221				hypothetical protein
IKELMNLG_05647	CDS	249				hypothetical protein
IKELMNLG_05648	CDS	1089				hypothetical protein
IKELMNLG_05649	CDS	702	cmoM_1	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
IKELMNLG_05650	CDS	756				hypothetical protein
IKELMNLG_05651	CDS	885				hypothetical protein
IKELMNLG_05652	CDS	285				hypothetical protein
IKELMNLG_05653	CDS	1251				hypothetical protein
IKELMNLG_05654	CDS	684	liaR_5		COG2197	Transcriptional regulatory protein LiaR
IKELMNLG_05655	CDS	3126	swrC		COG0841	Swarming motility protein SwrC
IKELMNLG_05656	CDS	1185	nadA	2.5.1.72		Quinolinate synthase A
IKELMNLG_05657	CDS	357				Protein
IKELMNLG_05658	CDS	1551				hypothetical protein
IKELMNLG_05659	CDS	210				hypothetical protein
IKELMNLG_05660	CDS	975	adoK	2.7.1.20	COG0524	Adenosine kinase
IKELMNLG_05661	CDS	1167	iscS_2	2.8.1.7		Cysteine desulfurase IscS
IKELMNLG_05662	CDS	960	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
IKELMNLG_05663	CDS	1737	ctaD_2	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
IKELMNLG_05664	CDS	399	ctaF_2	1.9.3.1		Cytochrome c oxidase polypeptide 4
IKELMNLG_05665	CDS	1275	ldtB_4	2.3.2.-	COG1376	L,D-transpeptidase 2
IKELMNLG_05666	CDS	402			COG0784	putative response regulatory protein
IKELMNLG_05667	CDS	621	ctaE	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
IKELMNLG_05668	CDS	810	qcrC	7.1.1.8	COG2010	Cytochrome bc1 complex cytochrome c subunit
IKELMNLG_05669	CDS	1062	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
IKELMNLG_05670	CDS	1638	qcrB_3	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
IKELMNLG_05671	CDS	1065	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
IKELMNLG_05672	CDS	1431	sufS	4.4.1.16		Cysteine desulfurase
IKELMNLG_05673	CDS	1299	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
IKELMNLG_05674	CDS	1410				hypothetical protein
IKELMNLG_05675	CDS	666	copR_2			Transcriptional activator protein CopR
IKELMNLG_05676	CDS	1365	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
IKELMNLG_05677	CDS	324				hypothetical protein
IKELMNLG_05678	CDS	282				hypothetical protein
IKELMNLG_05679	CDS	771				hypothetical protein
IKELMNLG_05680	CDS	240				hypothetical protein
IKELMNLG_05681	CDS	1344				hypothetical protein
IKELMNLG_05682	CDS	1044				hypothetical protein
IKELMNLG_05683	CDS	1017				hypothetical protein
IKELMNLG_05684	CDS	1176				hypothetical protein
IKELMNLG_05685	CDS	1236				hypothetical protein
IKELMNLG_05686	CDS	1239	pimB_2	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
IKELMNLG_05687	CDS	1797		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
IKELMNLG_05688	CDS	756				hypothetical protein
IKELMNLG_05689	CDS	435				hypothetical protein
IKELMNLG_05690	CDS	1173				hypothetical protein
IKELMNLG_05691	CDS	576				hypothetical protein
IKELMNLG_05692	CDS	954	glkA_3	2.7.1.2		Glucokinase
IKELMNLG_05693	CDS	762				hypothetical protein
IKELMNLG_05694	CDS	618				hypothetical protein
IKELMNLG_05695	CDS	804		3.1.1.23		Thermostable monoacylglycerol lipase
IKELMNLG_05696	CDS	786				hypothetical protein
IKELMNLG_05697	CDS	1242				hypothetical protein
IKELMNLG_05698	CDS	627	degU_10		COG2197	Transcriptional regulatory protein DegU
IKELMNLG_05699	CDS	1029	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
IKELMNLG_05700	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
IKELMNLG_05701	CDS	1905	menF_1	5.4.4.2		Isochorismate synthase MenF
IKELMNLG_05702	CDS	2832				hypothetical protein
IKELMNLG_05703	CDS	1347	aroH_2	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
IKELMNLG_05704	CDS	225				hypothetical protein
IKELMNLG_05705	CDS	504	bfr	1.16.3.1	COG2193	Bacterioferritin
IKELMNLG_05706	CDS	648	msrP_2	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
IKELMNLG_05707	CDS	885	nfo	3.1.21.2	COG0648	Endonuclease 4
IKELMNLG_05708	CDS	1974	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
IKELMNLG_05709	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
IKELMNLG_05710	CDS	201				hypothetical protein
IKELMNLG_05711	CDS	1206	hcnC_2	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
IKELMNLG_05712	CDS	1224	thcD	1.18.1.-		Rhodocoxin reductase
IKELMNLG_05713	CDS	366				DNA-binding protein
IKELMNLG_05714	CDS	672	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
IKELMNLG_05715	CDS	924	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
IKELMNLG_05716	CDS	993				hypothetical protein
IKELMNLG_05717	CDS	1521	crtNb	1.14.99.44		4,4'-diapolycopene oxygenase
IKELMNLG_05718	CDS	630	betI_7			HTH-type transcriptional regulator BetI
IKELMNLG_05719	CDS	594				hypothetical protein
IKELMNLG_05720	CDS	828	cmoM_2	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
IKELMNLG_05721	CDS	408				hypothetical protein
IKELMNLG_05722	CDS	2391				hypothetical protein
IKELMNLG_05723	CDS	1362				hypothetical protein
IKELMNLG_05724	CDS	1074				hypothetical protein
IKELMNLG_05725	CDS	555	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
IKELMNLG_05726	CDS	930	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
IKELMNLG_05727	CDS	621				hypothetical protein
IKELMNLG_05728	CDS	1788	pbpB		COG0768	Penicillin-binding protein PbpB
IKELMNLG_05729	CDS	1656	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
IKELMNLG_05730	CDS	1416	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IKELMNLG_05731	CDS	1095	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
IKELMNLG_05732	tRNA	89				tRNA-Thr(ggt)
IKELMNLG_05733	CDS	1371	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IKELMNLG_05734	CDS	1095	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IKELMNLG_05735	CDS	795	ftsQ		COG1589	Cell division protein FtsQ
IKELMNLG_05736	CDS	1200	ftsZ		COG0206	Cell division protein FtsZ
IKELMNLG_05737	CDS	729		1.10.3.-	COG1496	Polyphenol oxidase
IKELMNLG_05738	CDS	720			COG0325	Pyridoxal phosphate homeostasis protein
IKELMNLG_05739	CDS	642	sepF_2			Cell division protein SepF
IKELMNLG_05740	CDS	285				hypothetical protein
IKELMNLG_05741	CDS	1197				hypothetical protein
IKELMNLG_05742	CDS	3144	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
IKELMNLG_05743	CDS	720	dksA_3			RNA polymerase-binding transcription factor DksA
IKELMNLG_05744	CDS	615	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
IKELMNLG_05745	CDS	1005		5.4.99.-	COG0564	putative RNA pseudouridine synthase
IKELMNLG_05746	CDS	489		2.3.1.-		Acetyltransferase
IKELMNLG_05747	CDS	1587	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
IKELMNLG_05748	CDS	1149				hypothetical protein
IKELMNLG_05749	CDS	591				hypothetical protein
IKELMNLG_05750	CDS	1656	pld	3.1.4.4		Phospholipase D
IKELMNLG_05751	CDS	801				hypothetical protein
IKELMNLG_05752	CDS	711				hypothetical protein
IKELMNLG_05753	CDS	1341				hypothetical protein
IKELMNLG_05754	CDS	3540	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
IKELMNLG_05755	CDS	168				hypothetical protein
IKELMNLG_05756	CDS	1212				hypothetical protein
IKELMNLG_05757	CDS	975	btuD_20	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_05758	CDS	825				hypothetical protein
IKELMNLG_05759	CDS	561				hypothetical protein
IKELMNLG_05760	CDS	510	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IKELMNLG_05761	CDS	741	lon_2	3.4.21.53		Lon protease
IKELMNLG_05762	CDS	1131				hypothetical protein
IKELMNLG_05763	CDS	1578				hypothetical protein
IKELMNLG_05764	CDS	1326	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
IKELMNLG_05765	CDS	1110	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
IKELMNLG_05766	CDS	594	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
IKELMNLG_05767	CDS	165				hypothetical protein
IKELMNLG_05768	CDS	669	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
IKELMNLG_05769	CDS	723	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
IKELMNLG_05770	CDS	405				hypothetical protein
IKELMNLG_05771	CDS	756	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IKELMNLG_05772	CDS	588				hypothetical protein
IKELMNLG_05773	CDS	1272	entS_6			Enterobactin exporter EntS
IKELMNLG_05774	CDS	636				hypothetical protein
IKELMNLG_05775	CDS	387	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
IKELMNLG_05776	CDS	1509	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
IKELMNLG_05777	CDS	678				hypothetical protein
IKELMNLG_05778	CDS	252				hypothetical protein
IKELMNLG_05779	CDS	447				hypothetical protein
IKELMNLG_05780	CDS	810	trpC_2	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
IKELMNLG_05781	CDS	192				hypothetical protein
IKELMNLG_05782	CDS	1284	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
IKELMNLG_05783	CDS	816	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IKELMNLG_05784	CDS	828				hypothetical protein
IKELMNLG_05785	CDS	1032	lgt_2	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IKELMNLG_05786	CDS	825	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
IKELMNLG_05787	CDS	1215	smtB_2	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
IKELMNLG_05788	CDS	1404				hypothetical protein
IKELMNLG_05789	CDS	1179				hypothetical protein
IKELMNLG_05790	CDS	1278				hypothetical protein
IKELMNLG_05791	CDS	1530				hypothetical protein
IKELMNLG_05792	CDS	732				hypothetical protein
IKELMNLG_05793	CDS	4602	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
IKELMNLG_05794	CDS	1464	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
IKELMNLG_05795	CDS	918				hypothetical protein
IKELMNLG_05796	CDS	936				hypothetical protein
IKELMNLG_05797	CDS	726				hypothetical protein
IKELMNLG_05798	CDS	630			COG2968	26 kDa periplasmic immunogenic protein
IKELMNLG_05799	CDS	900				hypothetical protein
IKELMNLG_05800	CDS	351				hypothetical protein
IKELMNLG_05801	CDS	2499	pepN_4	3.4.11.2		Aminopeptidase N
IKELMNLG_05802	CDS	1359	ddc_2	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
IKELMNLG_05803	CDS	1413	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
IKELMNLG_05804	CDS	1809	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
IKELMNLG_05805	CDS	1437	pyk_2	2.7.1.40	COG0469	Pyruvate kinase
IKELMNLG_05806	tRNA	74				tRNA-Leu(caa)
IKELMNLG_05807	CDS	657	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
IKELMNLG_05808	CDS	717	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IKELMNLG_05809	CDS	930	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IKELMNLG_05810	CDS	1827				hypothetical protein
IKELMNLG_05811	CDS	933	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IKELMNLG_05812	CDS	1236			COG0683	Leu/Ile/Val-binding protein 
IKELMNLG_05813	CDS	597				hypothetical protein
IKELMNLG_05814	CDS	246				hypothetical protein
IKELMNLG_05815	CDS	489	entH	3.1.2.-		Proofreading thioesterase EntH
IKELMNLG_05816	CDS	2280		1.-.-.-	COG0243	putative oxidoreductase
IKELMNLG_05817	CDS	2724	polA	2.7.7.7	COG0258	DNA polymerase I
IKELMNLG_05818	CDS	369				hypothetical protein
IKELMNLG_05819	CDS	1794				hypothetical protein
IKELMNLG_05820	CDS	2997				hypothetical protein
IKELMNLG_05821	CDS	663	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IKELMNLG_05822	CDS	1509	rpsA		COG0539	30S ribosomal protein S1
IKELMNLG_05823	CDS	939				hypothetical protein
IKELMNLG_05824	CDS	603	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
IKELMNLG_05825	CDS	381				hypothetical protein
IKELMNLG_05826	CDS	258				hypothetical protein
IKELMNLG_05827	CDS	687				hypothetical protein
IKELMNLG_05828	CDS	438				hypothetical protein
IKELMNLG_05829	CDS	561				hypothetical protein
IKELMNLG_05830	CDS	714	udgB	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
IKELMNLG_05831	CDS	972	pip_2	3.4.11.5		Proline iminopeptidase
IKELMNLG_05832	CDS	552				hypothetical protein
IKELMNLG_05833	CDS	414				hypothetical protein
IKELMNLG_05834	CDS	783				hypothetical protein
IKELMNLG_05835	CDS	1857				hypothetical protein
IKELMNLG_05836	CDS	1398	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
IKELMNLG_05837	CDS	690				hypothetical protein
IKELMNLG_05838	CDS	183				hypothetical protein
IKELMNLG_05839	CDS	339				hypothetical protein
IKELMNLG_05840	CDS	714				hypothetical protein
IKELMNLG_05841	CDS	861				hypothetical protein
IKELMNLG_05842	CDS	276				hypothetical protein
IKELMNLG_05843	CDS	1491	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
IKELMNLG_05844	CDS	480				hypothetical protein
IKELMNLG_05845	CDS	633				hypothetical protein
IKELMNLG_05846	CDS	1296	zntB			Zinc transport protein ZntB
IKELMNLG_05847	CDS	795				hypothetical protein
